Brain Region,ENSG,logFC,AveExpr,p-value,Gene Name,Biotype,Description
BA8/9,ENSG00000264727,-0.747032847,-0.856439375,0.002915159,RP11-680C21.1,lincRNA,
BA8/9,ENSG00000204428,-0.747482096,-0.774984867,0.021503086,LY6G5C,protein_coding,"lymphocyte antigen 6 complex, locus G5C [Source:HGNC Symbol;Acc:13932]"
BA8/9,ENSG00000258957,-0.749370574,-1.853564997,0.015895855,RP11-363J20.1,lincRNA,
BA8/9,ENSG00000200075,-0.749699537,-0.729511286,0.003456817,SNORA25,snoRNA,Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]
BA8/9,ENSG00000253547,-0.751125959,-0.213260488,0.01257558,RP11-959F10.5,pseudogene,
BA8/9,ENSG00000230229,-0.754450366,-2.176714107,0.049901659,RP11-90J7.4,lincRNA,
BA8/9,ENSG00000144824,-0.755310789,4.598023668,0.001950897,PHLDB2,protein_coding,"pleckstrin homology-like domain, family B, member 2 [Source:HGNC Symbol;Acc:29573]"
BA8/9,ENSG00000207625,-0.75694608,-2.338940393,0.036022812,MIR128-2,miRNA,microRNA 128-2 [Source:HGNC Symbol;Acc:31511]
BA8/9,ENSG00000259392,-0.758042293,-0.511787306,0.003456402,RP11-758N13.3,pseudogene,
BA8/9,ENSG00000221562,-0.758911376,-1.067025497,0.013982567,RNU6ATAC10P,snRNA,"RNA, U6atac small nuclear 10, pseudogene [Source:HGNC Symbol;Acc:46909]"
BA8/9,ENSG00000260452,-0.76121141,-1.565057356,0.013421568,TPRKBP2,pseudogene,TP53RK binding protein pseudogene 2 [Source:HGNC Symbol;Acc:44944]
BA8/9,ENSG00000120875,-0.761300217,3.220848377,0.045797691,DUSP4,protein_coding,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:3070]
BA8/9,ENSG00000264222,-0.76139845,-1.84923936,0.028773434,RP11-757O6.1,lincRNA,
BA8/9,ENSG00000225214,-0.761775154,-2.135464712,0.008439036,AC079790.2,antisense,
BA8/9,ENSG00000258944,-0.763505357,-1.545287156,0.029546841,RP4-647C14.3,antisense,
BA8/9,ENSG00000256031,-0.763540734,0.749422895,0.004819395,RP11-364C11.3,sense_intronic,
BA8/9,ENSG00000238250,-0.763704083,-0.678723061,0.005375408,ST6GAL2-IT1,sense_intronic,ST6GAL2 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41380]
BA8/9,ENSG00000197914,-0.764907205,-0.843818968,0.027919497,HIST1H4K,protein_coding,"histone cluster 1, H4k [Source:HGNC Symbol;Acc:4784]"
BA8/9,ENSG00000269952,-0.765622479,-1.877122989,0.037334847,RP11-324I22.3,sense_intronic,
BA8/9,ENSG00000241462,-0.765658907,-0.523569213,0.024915513,RP11-579O24.1,pseudogene,
BA8/9,ENSG00000120738,-0.766948743,4.266563205,0.021825548,EGR1,protein_coding,early growth response 1 [Source:HGNC Symbol;Acc:3238]
BA8/9,ENSG00000230323,-0.76753883,-1.878480987,0.018348268,LINC00159,lincRNA,long intergenic non-protein coding RNA 159 [Source:HGNC Symbol;Acc:1285]
BA8/9,ENSG00000184925,-0.76921944,-0.380564477,0.00191433,LCN12,protein_coding,lipocalin 12 [Source:HGNC Symbol;Acc:28733]
BA8/9,ENSG00000141744,-0.769488233,-1.715931915,0.027791062,PNMT,protein_coding,phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:9160]
BA8/9,ENSG00000233882,-0.769538092,-1.90067752,0.042724983,RP11-309H21.2,lincRNA,
BA8/9,ENSG00000241708,-0.769555897,-1.202661168,0.012286714,RN7SL129P,misc_RNA,"RNA, 7SL, cytoplasmic 129, pseudogene [Source:HGNC Symbol;Acc:46145]"
BA8/9,ENSG00000119508,-0.771423335,3.633695139,0.006800081,NR4A3,protein_coding,"nuclear receptor subfamily 4, group A, member 3 [Source:HGNC Symbol;Acc:7982]"
BA8/9,ENSG00000251769,-0.772066557,-0.980463349,0.032467082,SNORD112,snoRNA,Small nucleolar RNA SNORD112 [Source:RFAM;Acc:RF01169]
BA8/9,ENSG00000240568,-0.773423931,0.016657588,0.005204488,RP11-1008M1.1,pseudogene,
BA8/9,ENSG00000268279,-0.77541885,-1.634299095,0.011045917,RP11-434D12.1,protein_coding,
BA8/9,ENSG00000223922,-0.77695669,-0.973496586,0.006693913,ASS1P2,pseudogene,argininosuccinate synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:765]
BA8/9,ENSG00000137878,-0.777772718,-1.899971965,0.017043109,GCOM1,protein_coding,GRINL1A complex locus 1 [Source:HGNC Symbol;Acc:26424]
BA8/9,ENSG00000258876,-0.780328149,-2.114464303,0.036447175,RP11-270M14.5,lincRNA,
BA8/9,ENSG00000273018,-0.781448814,2.172935331,0.007626905,CTD-2303H24.2,processed_transcript,
BA8/9,ENSG00000252087,-0.781931146,-2.271811756,0.038710219,RN7SKP248,misc_RNA,"RNA, 7SK small nuclear pseudogene 248 [Source:HGNC Symbol;Acc:45972]"
BA8/9,ENSG00000253222,-0.78250147,0.041527334,0.012326625,NRG1-IT2,sense_intronic,NRG1 intronic transcript 2 (non-protein coding) [Source:HGNC Symbol;Acc:43634]
BA8/9,ENSG00000262869,-0.782924447,-0.547477105,0.024951676,CTD-2545H1.1,sense_intronic,
BA8/9,ENSG00000164935,-0.784781575,-1.192966311,0.022598774,DCSTAMP,protein_coding,dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:18549]
BA8/9,ENSG00000243916,-0.784880993,-1.166146879,0.00615492,RP11-6K23.1,pseudogene,
BA8/9,ENSG00000232462,-0.785164962,-1.392358912,0.012383615,RP11-13E1.5,sense_intronic,
BA8/9,ENSG00000170165,-0.785341903,0.089442928,0.030817612,CR848007.2,pseudogene,
BA8/9,ENSG00000259957,-0.786085186,-1.296062181,0.02749263,RP11-491F9.8,lincRNA,
BA8/9,ENSG00000253357,-0.787186477,-0.047159481,0.00071943,CTB-78F1.2,sense_intronic,
BA8/9,ENSG00000169436,-0.7877297,1.317725351,0.004421385,COL22A1,protein_coding,"collagen, type XXII, alpha 1 [Source:HGNC Symbol;Acc:22989]"
BA8/9,ENSG00000246350,-0.789575153,-2.392242319,0.036621118,RP5-1186N24.3,processed_transcript,
BA8/9,ENSG00000260209,-0.790480812,-0.68148491,0.006828738,RP11-680F20.10,lincRNA,
BA8/9,ENSG00000226620,-0.791309883,0.937270529,0.014956021,LINC00343,processed_transcript,long intergenic non-protein coding RNA 343 [Source:HGNC Symbol;Acc:42500]
BA8/9,ENSG00000198064,-0.792818344,1.121824968,0.01645124,RP11-347C12.1,protein_coding,Putative NPIP-like protein LOC613037  [Source:UniProtKB/Swiss-Prot;Acc:A6NJU9]
BA8/9,ENSG00000237470,-0.793756292,-1.629177355,0.027564403,DCLRE1CP1,pseudogene,DNA cross-link repair 1C pseudogene 1 [Source:HGNC Symbol;Acc:44877]
BA8/9,ENSG00000238083,-0.794685425,3.02459312,0.038947651,LRRC37A2,protein_coding,"leucine rich repeat containing 37, member A2 [Source:HGNC Symbol;Acc:32404]"
BA8/9,ENSG00000255434,-0.794815001,0.026834792,0.001007828,CTD-2530H12.8,sense_intronic,
BA8/9,ENSG00000225479,-0.794861757,1.643944913,0.001428101,PLCB1-IT1,sense_intronic,PLCB1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41414]
BA8/9,ENSG00000213132,-0.795416594,-0.555477143,0.002175489,AC022498.1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E7EQ38]
BA8/9,ENSG00000200403,-0.796346117,-2.116120358,0.042409701,RNU6-1099P,snRNA,"RNA, U6 small nuclear 1099, pseudogene [Source:HGNC Symbol;Acc:48062]"
BA8/9,ENSG00000255442,-0.796642355,-1.318703175,0.018697734,RP11-347H15.1,pseudogene,
BA8/9,ENSG00000242100,-0.799187603,-1.779376265,0.023162641,RPL9P32,pseudogene,ribosomal protein L9 pseudogene 32 [Source:HGNC Symbol;Acc:36418]
BA8/9,ENSG00000238365,-0.799345723,-2.373493531,0.039206948,RNU7-57P,snRNA,"RNA, U7 small nuclear 57 pseudogene [Source:HGNC Symbol;Acc:34153]"
BA8/9,ENSG00000262384,-0.800319258,-2.21036306,0.046135165,RP11-312B18.1,pseudogene,
BA8/9,ENSG00000174368,-0.800394612,-1.877130857,0.017193729,PMS2P2,pseudogene,postmeiotic segregation increased 2 pseudogene 2 [Source:HGNC Symbol;Acc:9127]
BA8/9,ENSG00000214108,-0.800588692,-0.702966894,0.015079434,TPT1P5,pseudogene,"tumor protein, translationally-controlled 1 pseudogene 5 [Source:HGNC Symbol;Acc:49296]"
BA8/9,ENSG00000237609,-0.801105351,-1.957113275,0.03992951,AF064858.10,lincRNA,
BA8/9,ENSG00000272469,-0.801432188,-1.622011333,0.007432841,Metazoa_SRP,misc_RNA,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
BA8/9,ENSG00000260905,-0.802857257,-2.155965914,0.03859894,RP11-105C19.1,lincRNA,
BA8/9,ENSG00000259746,-0.805378658,-1.903192058,0.015606597,HSPE1P3,pseudogene,heat shock 10kDa protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:49322]
BA8/9,ENSG00000251468,-0.806556512,-0.499578849,0.004657989,RP11-369K16.1,pseudogene,
BA8/9,ENSG00000254211,-0.806894904,-2.277574895,0.037058308,CTB-43E15.4,lincRNA,
BA8/9,ENSG00000230068,-0.80775355,-2.041287052,0.044629031,CDC42-IT1,sense_intronic,CDC42 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41317]
BA8/9,ENSG00000232166,-0.808587706,-0.525257277,0.043625215,RP4-799P18.5,pseudogene,
BA8/9,ENSG00000229569,-0.80861572,-1.711686716,0.027745912,RP11-481G8.2,lincRNA,
BA8/9,ENSG00000242976,-0.809534059,-1.946165519,0.04448341,RN7SL177P,misc_RNA,"RNA, 7SL, cytoplasmic 177, pseudogene [Source:HGNC Symbol;Acc:46193]"
BA8/9,ENSG00000231335,-0.811866927,-2.083079446,0.036563726,AC107072.2,sense_intronic,
BA8/9,ENSG00000261159,-0.81345625,-1.876299952,0.027997561,RP11-723O4.9,lincRNA,
BA8/9,ENSG00000222078,-0.815430004,-2.115269011,0.014876623,RN7SKP110,misc_RNA,"RNA, 7SK small nuclear pseudogene 110 [Source:HGNC Symbol;Acc:45834]"
BA8/9,ENSG00000181211,-0.815611789,2.432876997,0.00102506,HECW1-IT1,sense_intronic,HECW1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41465]
BA8/9,ENSG00000212370,-0.816567396,-1.381602963,0.037186247,RNU6-482P,snRNA,"RNA, U6 small nuclear 482, pseudogene [Source:HGNC Symbol;Acc:47445]"
BA8/9,ENSG00000202270,-0.81848091,-2.352389396,0.03011561,SNORD114-12,snoRNA,"small nucleolar RNA, C/D box 114-12 [Source:HGNC Symbol;Acc:33000]"
BA8/9,ENSG00000242818,-0.819424835,-2.00398249,0.017128088,RN7SL846P,misc_RNA,"RNA, 7SL, cytoplasmic 846, pseudogene [Source:HGNC Symbol;Acc:46862]"
BA8/9,ENSG00000224237,-0.82429364,-1.972555761,0.038827216,MINOS1P3,pseudogene,mitochondrial inner membrane organizing system 1 pseudogene 3 [Source:HGNC Symbol;Acc:44093]
BA8/9,ENSG00000235595,-0.825075638,0.63779205,0.001379827,GAPDHP23,pseudogene,glyceraldehyde 3 phosphate dehydrogenase pseudogene 23 [Source:HGNC Symbol;Acc:37775]
BA8/9,ENSG00000242889,-0.825940355,-1.093860588,0.007198684,RN7SL449P,misc_RNA,"RNA, 7SL, cytoplasmic 449, pseudogene [Source:HGNC Symbol;Acc:46465]"
BA8/9,ENSG00000267749,-0.82684433,-0.864843444,0.019012028,CTC-265F19.1,sense_intronic,
BA8/9,ENSG00000250634,-0.827096915,-1.500129913,0.040317682,RP11-341G5.1,lincRNA,
BA8/9,ENSG00000166831,-0.828915666,-1.96692526,0.015710309,RBPMS2,protein_coding,RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:19098]
BA8/9,ENSG00000080644,-0.829125222,-1.275513625,0.011784859,CHRNA3,protein_coding,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]"
BA8/9,ENSG00000265657,-0.830154992,-2.228328664,0.017164804,MIR3151,miRNA,microRNA 3151 [Source:HGNC Symbol;Acc:38266]
BA8/9,ENSG00000175832,-0.833433444,-0.637043733,0.01767434,ETV4,protein_coding,ets variant 4 [Source:HGNC Symbol;Acc:3493]
BA8/9,ENSG00000265164,-0.833915309,-0.773227293,0.002587002,MIR2681,miRNA,microRNA 2681 [Source:HGNC Symbol;Acc:41532]
BA8/9,ENSG00000220867,-0.834890213,-0.84483205,0.002917207,HSPE1P26,pseudogene,heat shock 10kDa protein 1 pseudogene 26 [Source:HGNC Symbol;Acc:49345]
BA8/9,ENSG00000257040,-0.835058116,-2.079180996,0.023329369,AC005477.1,protein_coding,
BA8/9,ENSG00000261888,-0.837203084,-1.714840835,0.009047044,AC144831.1,lincRNA,
BA8/9,ENSG00000254839,-0.840917672,-0.282082871,0.009850998,AF131215.6,lincRNA,
BA8/9,ENSG00000184608,-0.841612325,-2.621438115,0.023906473,C8orf12,protein_coding,chromosome 8 open reading frame 12 [Source:HGNC Symbol;Acc:15548]
BA8/9,ENSG00000250170,-0.841821341,-0.70811554,0.001198351,RASA2-IT1,sense_intronic,RASA2 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41376]
BA8/9,ENSG00000214552,-0.843145348,1.347666186,0.001628475,COPS8P2,pseudogene,COP9 signalosome subunit 8 pseudogene 2 [Source:HGNC Symbol;Acc:45270]
BA8/9,ENSG00000178222,-0.845282418,0.798601851,0.00238637,RNF212,protein_coding,ring finger protein 212 [Source:HGNC Symbol;Acc:27729]
BA8/9,ENSG00000260862,-0.847328934,0.369008607,0.002438099,RP11-22H5.2,sense_intronic,
BA8/9,ENSG00000100191,-0.848976275,-1.061299442,0.0407988,SLC5A4,protein_coding,"solute carrier family 5 (glucose activated ion channel), member 4 [Source:HGNC Symbol;Acc:11039]"
BA8/9,ENSG00000241942,-0.84990307,-1.486159626,0.011833425,RPS20P20,pseudogene,ribosomal protein S20 pseudogene 20 [Source:HGNC Symbol;Acc:36674]
BA8/9,ENSG00000272916,-0.850895033,-2.669275905,0.036499203,RP11-574K11.31,protein_coding,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2  [Source:UniProtKB/TrEMBL;Acc:S4R438]
BA8/9,ENSG00000230300,-0.851897412,0.83398779,0.000361505,STARD13-IT1,sense_intronic,STARD13 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41453]
BA8/9,ENSG00000183439,-0.852947616,-2.048288331,0.039578164,TRIM61,protein_coding,tripartite motif containing 61 [Source:HGNC Symbol;Acc:24339]
BA8/9,ENSG00000255046,-0.853348,-2.354509892,0.047054227,RP11-297N6.4,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PMM5]
BA8/9,ENSG00000265775,-0.853526283,-0.606007686,0.009291003,CTC-304I17.3,sense_intronic,
BA8/9,ENSG00000261123,-0.853829224,-0.427998167,0.017953002,RP11-304L19.3,sense_intronic,
BA8/9,ENSG00000252396,-0.856533193,-0.329502155,0.009483919,RN7SKP195,misc_RNA,"RNA, 7SK small nuclear pseudogene 195 [Source:HGNC Symbol;Acc:45919]"
BA8/9,ENSG00000260614,-0.858699452,-1.829743624,0.016235897,RP11-491F9.1,antisense,
BA8/9,ENSG00000230001,-0.860521539,-0.424005267,0.005260359,RP11-70J12.1,sense_intronic,
BA8/9,ENSG00000207248,-0.861392368,-1.842922517,0.018219164,RNU6-1005P,snRNA,"RNA, U6 small nuclear 1005, pseudogene [Source:HGNC Symbol;Acc:47968]"
BA8/9,ENSG00000221077,-0.861760305,-2.564783627,0.037646171,AL117190.1,miRNA,
BA8/9,ENSG00000253282,-0.861888395,-2.146463236,0.029915775,KB-1410C5.3,lincRNA,
BA8/9,ENSG00000250972,-0.863853403,-1.202989086,0.008141982,CKS1BP5,pseudogene,CDC28 protein kinase regulatory subunit 1B pseudogene 5 [Source:HGNC Symbol;Acc:17640]
BA8/9,ENSG00000242836,-0.864558111,-1.486565334,0.04926283,RP11-52L11.7,pseudogene,
BA8/9,ENSG00000231515,-0.864875675,-1.090983388,0.010650016,AC006003.3,sense_intronic,
BA8/9,ENSG00000213896,-0.865182193,-0.903698228,0.015288161,RP11-546M4.1,pseudogene,
BA8/9,ENSG00000240589,-0.865216041,-1.904404722,0.008875642,RN7SL258P,misc_RNA,"RNA, 7SL, cytoplasmic 258, pseudogene [Source:HGNC Symbol;Acc:46274]"
BA8/9,ENSG00000251536,-0.867484573,0.561223362,0.001403833,RP11-572C21.1,lincRNA,
BA8/9,ENSG00000244671,-0.867836961,-1.854451412,0.004448272,RN7SL280P,misc_RNA,"RNA, 7SL, cytoplasmic 280, pseudogene [Source:HGNC Symbol;Acc:46296]"
BA8/9,ENSG00000125740,-0.869842889,1.524162201,0.027442573,FOSB,protein_coding,FBJ murine osteosarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:3797]
BA8/9,ENSG00000223291,-0.877266174,-0.908851899,0.007928066,AL354680.1,miRNA,
BA8/9,ENSG00000269054,-0.879391415,-2.652924207,0.012914359,CTD-2619J13.3,antisense,
BA8/9,ENSG00000159337,-0.880369698,-2.618180497,0.023730084,PLA2G4D,protein_coding,"phospholipase A2, group IVD (cytosolic) [Source:HGNC Symbol;Acc:30038]"
BA8/9,ENSG00000175730,-0.880518642,-1.741080215,0.015412884,BAK1P1,pseudogene,BCL2-antagonist/killer 1 pseudogene 1 [Source:HGNC Symbol;Acc:996]
BA8/9,ENSG00000200597,-0.884057857,-2.13726146,0.04515397,RNU1-87P,snRNA,"RNA, U1 small nuclear 87, pseudogene [Source:HGNC Symbol;Acc:48429]"
BA8/9,ENSG00000230701,-0.88777979,-1.135198512,0.002328875,FBXW4P1,pseudogene,F-box and WD repeat domain containing 4 pseudogene 1 [Source:HGNC Symbol;Acc:13609]
BA8/9,ENSG00000012223,-0.888418408,-2.1907915,0.01469386,LTF,protein_coding,lactotransferrin [Source:HGNC Symbol;Acc:6720]
BA8/9,ENSG00000215252,-0.88944418,4.826085319,0.041612585,GOLGA8B,protein_coding,"golgin A8 family, member B [Source:HGNC Symbol;Acc:31973]"
BA8/9,ENSG00000265262,-0.889652883,-2.745764021,0.032419099,RP11-180P8.2,pseudogene,
BA8/9,ENSG00000253259,-0.892577154,-0.975333183,0.003890342,RP11-737F9.2,sense_intronic,
BA8/9,ENSG00000258515,-0.893476236,-2.418710912,0.044460381,RP11-203M5.7,antisense,
BA8/9,ENSG00000227370,-0.894779532,-2.008623088,0.01166032,RP4-669P10.19,pseudogene,
BA8/9,ENSG00000235018,-0.89581606,-1.911376341,0.011061196,RP11-11M20.2,pseudogene,
BA8/9,ENSG00000273442,-0.898518714,-1.015183006,0.006222792,AC006946.17,lincRNA,
BA8/9,ENSG00000229151,-0.900249432,-1.651394352,0.000723264,RP11-348F1.3,antisense,
BA8/9,ENSG00000183604,-0.901927923,2.333584861,0.001556786,RP11-347C12.2,pseudogene,
BA8/9,ENSG00000214244,-0.903486825,1.553778624,0.002141091,SETP21,pseudogene,SET pseudogene 21 [Source:HGNC Symbol;Acc:42940]
BA8/9,ENSG00000265100,-0.904329514,-1.720308686,0.010169314,RP11-147L13.2,antisense,
BA8/9,ENSG00000261114,-0.904949215,-1.74512835,0.004993489,RP11-325K4.2,sense_intronic,
BA8/9,ENSG00000207318,-0.907235764,-1.255000829,0.001355811,RNU6-1184P,snRNA,"RNA, U6 small nuclear 1184, pseudogene [Source:HGNC Symbol;Acc:48147]"
BA8/9,ENSG00000210191,-0.907722044,-1.880342826,0.046505448,MT-TL2,Mt_tRNA,mitochondrially encoded tRNA leucine 2 (CUN) [Source:HGNC Symbol;Acc:7491]
BA8/9,ENSG00000231940,-0.908846817,-1.560870834,0.001104449,RPS7P3,pseudogene,ribosomal protein S7 pseudogene 3 [Source:HGNC Symbol;Acc:36518]
BA8/9,ENSG00000223117,-0.911595199,-2.421112856,0.038876291,RN7SKP296,misc_RNA,"RNA, 7SK small nuclear pseudogene 296 [Source:HGNC Symbol;Acc:46020]"
BA8/9,ENSG00000258701,-0.911765055,-2.470201509,0.018841002,LINC00638,lincRNA,long intergenic non-protein coding RNA 638 [Source:HGNC Symbol;Acc:28325]
BA8/9,ENSG00000236474,-0.917167394,-0.059056704,0.000454483,GCNT1P1,pseudogene,"glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 1 [Source:HGNC Symbol;Acc:16532]"
BA8/9,ENSG00000201662,-0.91742808,-1.174901334,0.007263451,RNU6-60P,snRNA,"RNA, U6 small nuclear 60, pseudogene [Source:HGNC Symbol;Acc:42550]"
BA8/9,ENSG00000227189,-0.921175491,-0.712314896,0.018857736,AC092535.3,antisense,
BA8/9,ENSG00000055955,-0.922764777,-1.750427879,0.00784907,ITIH4,protein_coding,"inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:6169]"
BA8/9,ENSG00000273306,-0.923838029,-0.815744671,0.000187273,RP11-527J8.1,antisense,
BA8/9,ENSG00000230398,-0.92524319,-0.218863213,0.001603485,AC026882.1,pseudogene,
BA8/9,ENSG00000244734,-0.927042721,3.338632557,0.017127125,HBB,protein_coding,"hemoglobin, beta [Source:HGNC Symbol;Acc:4827]"
BA8/9,ENSG00000231216,-0.927366819,-1.638126334,0.023309676,GS1-600G8.3,antisense,
BA8/9,ENSG00000200638,-0.9286381,-1.188756299,0.000892353,SNORD115-37,snoRNA,"small nucleolar RNA, C/D box 115-37 [Source:HGNC Symbol;Acc:33056]"
BA8/9,ENSG00000249057,-0.935424144,-1.141854441,0.01099722,MAST4-IT1,sense_intronic,MAST4 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41448]
BA8/9,ENSG00000214988,-0.939139855,-0.800046995,0.006997252,RPL7AP26,pseudogene,ribosomal protein L7a pseudogene 26 [Source:HGNC Symbol;Acc:36815]
BA8/9,ENSG00000223414,-0.949266715,3.911982797,0.000924745,LINC00473,lincRNA,long intergenic non-protein coding RNA 473 [Source:HGNC Symbol;Acc:21160]
BA8/9,ENSG00000222844,-0.950707536,-1.771668733,0.020993062,RNU6-321P,snRNA,"RNA, U6 small nuclear 321, pseudogene [Source:HGNC Symbol;Acc:47284]"
BA8/9,ENSG00000227911,-0.951650524,-1.533254723,0.011243789,RP11-141M1.1,lincRNA,
BA8/9,ENSG00000259740,-0.953556219,-2.572735549,0.017123624,RP11-142J21.2,sense_intronic,
BA8/9,ENSG00000123358,-0.955018138,2.992638525,0.00447965,NR4A1,protein_coding,"nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:7980]"
BA8/9,ENSG00000250476,-0.955063553,-2.051309648,0.01255778,ENPP7P9,pseudogene,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 9 [Source:HGNC Symbol;Acc:48692]
BA8/9,ENSG00000206681,-0.956266319,-2.025769898,0.017116071,RNU6-730P,snRNA,"RNA, U6 small nuclear 730, pseudogene [Source:HGNC Symbol;Acc:47693]"
BA8/9,ENSG00000251652,-0.959210644,-1.574177055,0.014593536,RP11-20I20.2,antisense,
BA8/9,ENSG00000233327,-0.959335333,-1.993047437,0.032843434,USP32P2,pseudogene,ubiquitin specific peptidase 32 pseudogene 2 [Source:HGNC Symbol;Acc:30751]
BA8/9,ENSG00000249206,-0.960110544,-1.061023378,0.002805834,GCNT1P2,pseudogene,"glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 2 [Source:HGNC Symbol;Acc:37972]"
BA8/9,ENSG00000264176,-0.960801319,-2.127140757,0.02077778,MAGOH2,pseudogene,mago-nashi homolog 2 (pseudogene) [Source:HGNC Symbol;Acc:30148]
BA8/9,ENSG00000232200,-0.961072412,-2.369710761,0.001867416,RP4-564O4.1,lincRNA,
BA8/9,ENSG00000260895,-0.961336442,-2.358141807,0.029492132,RP11-554A11.7,lincRNA,
BA8/9,ENSG00000233783,-0.968514768,-2.073103244,0.019375492,AP001442.2,processed_transcript,
BA8/9,ENSG00000196350,-0.969261672,-1.987868855,0.045632858,ZNF729,protein_coding,zinc finger protein 729 [Source:HGNC Symbol;Acc:32464]
BA8/9,ENSG00000135625,-0.969824005,-0.31254587,0.018496768,EGR4,protein_coding,early growth response 4 [Source:HGNC Symbol;Acc:3241]
BA8/9,ENSG00000273387,-0.973530318,-2.369308186,0.024041022,RP3-412A9.16,antisense,
BA8/9,ENSG00000079101,-0.973713924,2.763222873,0.041600306,CLUL1,protein_coding,clusterin-like 1 (retinal) [Source:HGNC Symbol;Acc:2096]
BA8/9,ENSG00000216113,-0.977847075,-2.317982764,0.004771319,AP001572.1,miRNA,
BA8/9,ENSG00000206448,-0.980643202,-1.362103521,0.018771485,PPIAP30,pseudogene,peptidylprolyl isomerase A (cyclophilin A) pseudogene 30 [Source:HGNC Symbol;Acc:44878]
BA8/9,ENSG00000235398,-0.986020679,-2.146190931,0.009422276,LINC00623,lincRNA,long intergenic non-protein coding RNA 623 [Source:HGNC Symbol;Acc:44252]
BA8/9,ENSG00000185495,-0.991433435,-1.115882275,0.001537668,RP11-504P24.4,lincRNA,
BA8/9,ENSG00000267259,-0.992248629,-2.381235502,0.01192067,CTD-2008P7.9,lincRNA,
BA8/9,ENSG00000200367,-0.997456724,-0.295250197,0.000116075,SNORD113-8,snoRNA,"small nucleolar RNA, C/D box 113-8 [Source:HGNC Symbol;Acc:32987]"
BA8/9,ENSG00000213717,-0.999980292,-1.282397083,0.021518805,AC004692.5,pseudogene,
BA8/9,ENSG00000225008,-1.003320035,-2.25429214,0.005442777,RP13-228J13.6,pseudogene,
BA8/9,ENSG00000170345,-1.004656919,3.87390421,0.021513142,FOS,protein_coding,FBJ murine osteosarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:3796]
BA8/9,ENSG00000268231,-1.006673586,-2.19755115,0.002004008,CTD-2560K21.6,sense_intronic,
BA8/9,ENSG00000250410,-1.006755857,-0.574468484,0.00014207,RP11-714G18.1,antisense,
BA8/9,ENSG00000200550,-1.010905523,-2.454293549,0.004702921,RNU6-137P,snRNA,"RNA, U6 small nuclear 137, pseudogene [Source:HGNC Symbol;Acc:47100]"
BA8/9,ENSG00000236075,-1.011460917,-1.65378039,0.02097091,RP11-121P10.1,sense_intronic,
BA8/9,ENSG00000265113,-1.012797226,-1.474327586,0.005688809,RP11-70O5.2,sense_intronic,
BA8/9,ENSG00000171864,-1.015099839,-2.779140822,0.03730272,PRND,protein_coding,prion protein 2 (dublet) [Source:HGNC Symbol;Acc:15748]
BA8/9,ENSG00000252405,-1.021666379,-2.220898231,0.002548252,snoMe28S-Am2634,snoRNA,Small nucleolar RNA Me28S-Am2634 [Source:RFAM;Acc:RF00537]
BA8/9,ENSG00000250579,-1.023655471,-2.009309285,0.002099637,CTD-2297D10.2,antisense,
BA8/9,ENSG00000200801,-1.024780764,-2.295326465,0.006435435,SNORD115-28,snoRNA,"small nucleolar RNA, C/D box 115-28 [Source:HGNC Symbol;Acc:33047]"
BA8/9,ENSG00000228092,-1.031011478,-1.543132307,0.00635975,COX6CP15,pseudogene,cytochrome c oxidase subunit VIc pseudogene 15 [Source:HGNC Symbol;Acc:49368]
BA8/9,ENSG00000198576,-1.034266924,2.114077271,0.002401063,ARC,protein_coding,activity-regulated cytoskeleton-associated protein [Source:HGNC Symbol;Acc:648]
BA8/9,ENSG00000221179,-1.03597221,-1.85710675,0.005916539,AC016670.1,miRNA,
